UserID,Title,ISBN,Rating
1,Mistborn,,it was amazing
1,Assassin's Quest: The Illustrated Edition,9780593157930,it was ok
1,The Blade Itself,9780575079793,it was amazing
1,Last Argument of Kings,9780575084162,it was amazing
1,Warbreaker,9781938570216,it was amazing
1,A Game of Thrones,9780008228569,it was amazing
1,The Lies of Locke Lamora,9780575079755,it was amazing
1,The Well of Ascension,,it was amazing
1,The Name of the Wind,9780756413712,it was amazing
1,Gardens of the Moon,9780765348784,really liked it
1,The Hero of Ages,,it was amazing
1,The Shadow of the Wind,9781474609883,it was amazing
1,The Way of Kings,9780765326355,it was amazing
1,Words of Radiance,9780765326362,it was amazing
1,Blood Song,9780425268285,it was amazing
1,Malice,9780316399739,it was amazing
1,Red Rising,9781984819376,it was amazing
1,Oathbringer,9780765326379,it was amazing
1,Rhythm of War,9780765326386,it was amazing
1,Uprooted,9781447294146,did not like it
1,The Shadow of What Was Lost,9780316274074,it was amazing
1,A Gathering of Shadows,9781783295425,did not like it
1,The Lost Metal,9781473215269,it was amazing
1,Assassin's Fate,9780007444281,it was amazing
1,Wrath,9780316386340,it was amazing
1,Iron Gold,9781473646551,it was amazing
1,Kings of the Wyld,9780356509020,it was amazing
1,Jade City,9780356510514,it was amazing
1,Bloody Rose,9780356509044,it was amazing
1,The Poppy War,9780008239848,it was amazing
1,A Little Hatred,9781473229754,it was amazing
1,The Light of All That Falls,9780356507842,it was amazing
1,Spinning Silver,9780399180989,it was amazing
1,The Sword of Kaigen: A Theonite War Story,9781720193869,it was amazing
1,The Burning God,9780008339180,it was amazing
1,Jade Legacy,9780356510590,it was amazing
1,The Shadow of the Gods,9780356514185,it was amazing
1,"Babel, Or the Necessity of Violence: An Arcane History of the Oxford Translators’ Revolution",,it was amazing
1,Legends & Lattes,,it was amazing
1,The Emperor's Soul,9781616960926,it was amazing
1,Jade War,9780356510538,it was amazing
1,The Ember Blade,9781473214842,it was amazing
1,The Rage of Dragons,9780316489768,really liked it
1,Heir of Novron,,it was amazing
1,Assassin's Apprentice,9781984817853,really liked it
1,The Ninth Rain,9781472298065,it was amazing
1,Ship of Magic,9780008117450,it was amazing
1,Best Served Cold,9780575082489,it was amazing
1,The Shadow Rising,,it was ok
1,A Time of Dread,9781509812943,it was amazing
1,The Bone Shard Daughter,9780356514949,it was amazing
1,Memories of Ice,9780765348807,it was amazing
1,The Blackest Heart,9781481465267,it was amazing
1,Dragon Mage,9781951452056,it was amazing
1,The Trouble with Peace,9780575095915,it was amazing
1,Illborn,9781800462823,it was amazing
1,Red Sister,9781101988879,it was amazing
1,The Hunger of the Gods,9780356514222,really liked it
1,The Song of Achilles,9781526648174,it was amazing
1,Deadhouse Gates,9780765348791,really liked it
1,The Wise Man's Fear,,it was amazing
1,The Children of Húrin,9780007252268,it was amazing
1,Theft of Swords,,really liked it
1,Royal Assassin,9780593157923,really liked it
1,Dreams of the Dying,9783982216737,it was amazing
1,The Empire's Ruin,9780765389909,it was amazing
1,The Forgetting Moon,9781481465236,it was amazing
1,Foundryside,9781524760366,it was amazing
1,A Conjuring of Light,,it was ok
1,The Slow Regard of Silent Things,9781473209336,it was amazing
1,The Ruin of Kings,9781509879489,liked it
1,Before They Are Hanged,9780575082014,it was amazing
1,The First Binding,9781473233980,it was amazing
1,The Grace of Kings,9781481424271,it was amazing
1,The Justice of Kings,9780356516424,it was amazing
1,The Wisdom of Crowds,9780575095960,it was amazing
1,Dawnshard,9781250850553,it was amazing
1,Senlin Ascends,9781482590951,really liked it
1,Golden Son,9781444759037,it was amazing
1,Mistborn: Secret History,9781473225046,it was amazing
1,Circe,,really liked it
1,Shorefall,9781524760380,it was amazing
1,She Who Became the Sun,,it was amazing
1,The Night Circus,9780345802620,it was ok
1,The Fifth Season,,really liked it
1,Holy Sister,9781101988930,really liked it
1,The Crippled God,9780765348876,it was amazing
1,Lancelot,9780552174008,it was amazing
1,Age of Myth,9781101965351,really liked it
1,The Fellowship of the Ring,9780358380238,really liked it
1,A Storm Of Swords,9780008412760,it was amazing
1,City of Stairs,9780804137171,it was amazing
1,The Hand of the Sun King,9781473232877,it was amazing
1,Hyperion,,really liked it
1,The Bone Ships,9780356511832,really liked it
1,The Great Hunt,,really liked it
1,The Heroes,9780575083851,it was amazing
1,Fool's Assassin,9780007444205,it was amazing
1,The Poison Song,,it was amazing
1,The Eye of the World,,liked it
1,The Martian,9780804139021,it was amazing
1,Nevernight,9780008179991,really liked it
1,A Time of Courage,9781509813025,it was amazing
1,Recursion,9781984826015,it was amazing
1,The Hod King,9780316517980,it was amazing
1,The Obelisk Gate,9780316229265,it was ok
1,The Dragon Republic,9780008239893,really liked it
1,Ruin,9780316386326,it was amazing
1,Fire and Blood: A History of the Targaryen Kings from Aegon the Conqueror to Aegon III,9780008307738,liked it
1,Dark Age,9781473646766,really liked it
1,Elantris,9780765381026,liked it
1,Piranesi,,really liked it
1,Darkdawn,9780008180089,it was amazing
1,The Gutter Prayer,9780356511528,it was amazing
1,Death Note,9781421597713,it was amazing
1,Gates of Fire,9780553383683,it was amazing
1,Rise of Empire,,really liked it
1,The Burning White,9780356504674,liked it
1,The Fires of Heaven,,really liked it
1,The Republic of Thieves,9780575084469,liked it
1,The Alloy of Law,9780765368546,really liked it
1,The Blacktongue Thief,,really liked it
1,A Time of Blood,9781509812981,it was amazing
1,The Bonehunters,9780765348838,it was amazing
1,Valor,9780316399746,it was amazing
1,The Bear and the Nightingale,,really liked it
1,Project Hail Mary,,really liked it
1,Red Country,9780575095847,really liked it
1,Harrow the Ninth,9781250313225,it was ok
1,Daughter of the Empire,9780007349159,it was amazing
1,The Fall of Babel,9780316518192,it was ok
1,The Grey Bastards,9780525572442,really liked it
1,An Echo of Things to Come,9780316274135,it was amazing
1,The Winter King: A Novel of Arthur,9781405928328,really liked it
1,Leviathan Falls,9780356510392,really liked it
1,The Last Kingdom,,really liked it
1,Black Sun,,it was amazing
1,The Fires of Vengeance,9780356512983,it was amazing
1,Ship of Destiny,9780008117474,it was amazing
1,The Dark Forest,9781784971618,it was amazing
1,In Order to Live: A North Korean Girl's Journey to Freedom,9780241973035,really liked it
1,Gideon the Ninth,9781250313195,really liked it
1,Shadows of Self,9780765383853,really liked it
1,Unholy War,9781780872056,did not like it
1,A Dance with Dragons,,it was ok
1,The Dragon Reborn,,liked it
1,Fool's Errand,9780007585892,it was amazing
1,A Darker Shade of Magic,,liked it
1,The Mad Ship,9780008117467,really liked it
1,The Labyrinth of the Spirits,9781474606219,it was amazing
1,A Clash Of Kings,9780008363741,it was amazing
1,Kings of Heaven,,it was amazing
1,Ready Player One,9781446493830,really liked it
1,The Wall of Storms,9781481424301,it was amazing
1,Eragon,9780375826689,it was ok
1,The Crown Tower,,it was amazing
1,Skullsworn,9780765389879,it was amazing
1,We Ride the Storm,9780356514086,it was amazing
1,The Ten Thousand Doors of January,9780356512440,really liked it
1,The Black Prism,9780316246279,really liked it
1,The Rose and the Thorn,,it was amazing
1,The Stone Sky,9780316229241,it was amazing
1,Beyond Redemption,9780062387035,it was amazing
1,The Bands of Mourning,9780765387790,it was amazing
1,Red Seas Under Red Skies,9780575079670,it was amazing
1,Boy's Life,,it was amazing
1,To Kill a Mockingbird,,really liked it
1,Fool's Quest,9780007444243,it was amazing
1,Heroes Die,,it was amazing
1,The Blinding Knife,9780316068147,it was amazing
1,The Paper Menagerie and Other Stories,9781481442541,it was amazing
1,Rise of the Ranger,9781674994116,really liked it
1,Leviathan Wakes,9781841499895,really liked it
1,Dune,,liked it
1,Prince of Thorns,9781937007683,liked it
1,The Emperor's Blades,9780765336439,really liked it
1,Sons of Darkness,9789355590831,it was amazing
1,Lord of Chaos,,it was amazing
1,The Painted Man,9780008219819,really liked it
1,Morning Star,9781444759075,it was amazing
1,Speaking Bones,9781982148973,it was amazing
1,Tigana,9780007342044,really liked it
1,Kings of Paradise,,really liked it
1,Caliban's War,9781841499918,really liked it
1,Spirits of Vengeance,9780957666887,it was amazing
1,The Armored Saint,9780765395955,it was amazing
1,The Death of Dulgath,,it was amazing
1,A Memory Called Empire,9781529001570,really liked it
1,All Systems Red,,liked it
1,The Broken Eye,9780316058964,really liked it
1,The Raven Boys,9781407134611,liked it
1,The Raven King,9781407136646,it was ok
1,We Are the Dead,9781473225213,it was amazing
1,The Return of the King,9780358380252,really liked it
1,The Pariah,9780356514550,really liked it
1,Fool's Fate,9780007588978,really liked it
1,Locklands,9781984820679,it was amazing
1,In the Shadow of Lightning,9781250755698,liked it
1,The Blood Mirror,9780356504612,liked it
1,The Three-Body Problem,9781784971571,liked it
1,The Lost War,,it was amazing
1,Changes,,it was amazing
1,Promise of Blood,9780356502007,really liked it
1,Never Die,9780957666832,it was amazing
1,Kings of Ash,,it was amazing
1,The Helm of Midnight,,it was amazing
1,Bloodline,,it was amazing
1,The Two Towers,9780358380245,really liked it
1,Arm of the Sphinx,9781508713654,really liked it
1,Age of Assassins,9780356508542,really liked it
1,Priest of Bones,,really liked it
1,A Master of Djinn,,really liked it
1,Sufficiently Advanced Magic,,really liked it
1,Empire of the Vampire,9780008350437,really liked it
1,Death's End,9781784971656,really liked it
1,The Traitor Baru Cormorant,,did not like it
1,Priest of Gallows,,really liked it
1,Dark Matter,9780451496416,really liked it
1,Midnight Tides,9780765348821,it was amazing
1,Traitor's Blade,9781782066750,liked it
1,Sharp Ends,9780575104693,liked it
1,Norse Mythology,9780393609103,liked it
1,The Desert Prince,,it was ok
1,Genghis: Birth of an Empire,,it was amazing
1,The Winter of the Witch,,really liked it
1,Stormblood,9781473227439,really liked it
1,War Lord,9780008183950,really liked it
1,Reaper,,it was amazing
1,Sword of Kings,,did not like it
1,The Crimson Campaign,9780356502045,really liked it
1,Prince of Fools,9780425268797,really liked it
1,Unsouled,,liked it
1,Parable of the Sower,,really liked it
1,Ashes of the Sun,9781788543149,really liked it
1,Queen of Fire,,did not like it
1,Black Stone Heart,,really liked it
1,Swan Song,,it was amazing
1,Sapiens: A Brief History of Humankind,,really liked it
1,Blackwing,,really liked it
1,The Stand,,liked it
1,The Jade Setter of Janloon,9781645240624,it was amazing
1,King of Assassins,9780356508580,it was amazing
1,Call of the Bone Ships,9780356511849,really liked it
1,The Councillor,,really liked it
1,Grave Peril,,liked it
1,City of Miracles,9780553419733,it was amazing
1,Of Blood And Fire,9781838381813,really liked it
1,Station Eleven,9781447268970,really liked it
1,Master of Sorrows,9781473222885,really liked it
1,The Bladed Faith,,really liked it
1,The Girl and the Stars,9780008284756,liked it
1,"Blue Lily, Lily Blue",9781407136639,really liked it
1,The Girl in the Tower,,really liked it
1,The Wolf's Call,9780451492517,really liked it
1,Steel Crow Saga,,really liked it
1,Reaper's Gale,,really liked it
1,A Boy and His Dog at the End of the World,9780316449458,really liked it
1,The Spider's War,,it was amazing
1,The Crimson Queen,,it was amazing
1,The Unspoken Name,9781529032741,really liked it
1,Paternus: War of Gods,9780997173741,it was amazing
1,The Once and Future Witches,9780356512471,really liked it
1,Storm Front,,liked it
1,Dust of Dreams,9780765348869,it was ok
1,City of Lies,9781250306685,really liked it
1,Skysworn,,really liked it
1,Abaddon's Gate,9781841499932,it was ok
1,Twelve Kings in Sharakhai,,it was ok
1,The Core,9780007425723,really liked it
1,Godsgrave,9780008180034,really liked it
1,Furies of Calderon,9781841497440,it was ok
1,The Dream Thieves,9781407136622,liked it
1,The Red Knight,9780575113305,it was ok
1,Tyrant's Throne,9781786483232,really liked it
1,The Mirror’s Truth,9780995312227,it was amazing
1,Blackflame,,really liked it
