UserID,Title,ISBN,Rating
5,Deadhouse Gates,,it was amazing
5,Recursion,9781509866656,it was amazing
5,Midnight Tides,,it was amazing
5,Of Foster Homes and Flies,9781535073363,it was amazing
5,On the Savage Side,9780593320709,it was amazing
5,The Institute,9781529355390,it was amazing
5,Mistborn: Secret History,,it was amazing
5,The Sound of Broken Ribs,9781981619580,really liked it
5,Skullcrack City,9781621051718,it was amazing
5,Ghoul,9781936383733,it was amazing
5,Reaper's Gale,,really liked it
5,Come With Me,9781789097375,it was amazing
5,Devil's Creek,9781951043032,it was amazing
5,Touch the Night,,it was amazing
5,The Devil Takes You Home,9780316426916,it was amazing
5,Autumn Bleeds Into Winter,9798686367029,it was amazing
5,Dead of Winter,9781790928729,it was amazing
5,Ritual,,really liked it
5,On the Savage Side,,it was amazing
5,Dandelion Wine,9780380977260,it was amazing
5,In The River,,it was amazing
5,Swan Song,,it was amazing
5,The Patience of a Dead Man,9781733790420,it was amazing
5,My Best Friend's Exorcism,9781594748622,it was amazing
5,Remains,9781925759952,it was amazing
5,Marla,,it was amazing
5,The Same Deep Water as You,9781791711511,it was amazing
5,Locke & Key: The Golden Age,9781684057856,it was amazing
5,The Haar,,it was amazing
5,Low Red Moon,9781931081849,it was amazing
5,The Old One and The Sea,,it was amazing
5,Cattywampus: Part of the Knucklebucket Thang Series,9781076450463,it was amazing
5,The Gypsy Moths,9781685100292,it was amazing
5,We Live Inside Your Eyes,9781095301593,it was amazing
5,Reaper Man,,it was amazing
5,Mine,,it was amazing
5,The Sandman: Act III,,it was amazing
5,Dark Hollow,9781621050308,it was amazing
5,Daughter Of Hounds,,it was amazing
5,"Something Borrowed, Something Blood-Soaked",9781989206003,it was amazing
5,Hummingbird,,it was amazing
5,Harry Potter and the Sorcerer's Stone,,it was amazing
5,Wyrd Sisters,9781473200210,it was amazing
5,Sour Candy,9781979533225,it was amazing
5,Snow,,really liked it
5,Charlotte's Web,9780064410939,it was amazing
5,If It Bleeds,9781982137977,it was amazing
5,The Croning,9781597802307,it was amazing
5,End Of The Road,9781587676581,it was amazing
5,Five Decembers,9781789096118,it was amazing
5,With Teeth,9781950259427,it was amazing
5,Needful Things,,it was amazing
5,Tales From the Shadow Side,,it was amazing
5,Nation,9780061433016,it was amazing
5,Piece of Me,,it was amazing
5,Billy Summers,9781982173616,it was amazing
5,Later,9781789096491,really liked it
5,Incarnate,,really liked it
5,The Colorado Kid,9781789091557,really liked it
5,Bring Her Back,9781719382434,it was amazing
5,Sunray Alice,,it was amazing
5,Vultures,9781481448789,it was amazing
5,Wolf Land,9781787581524,really liked it
5,Maiden,,it was amazing
5,The Hobbit,,it was amazing
5,Ride Like Hell,,it was amazing
5,Satan's Burnouts Must Die!,,it was amazing
5,The Invention of Ghosts,,it was amazing
5,The Martian,9780804139021,it was amazing
5,South of Here,,really liked it
5,Dead Woman Scorned,9781733790444,it was amazing
5,Fairy Tale,9781668002186,it was ok
5,The Visitor,,it was amazing
5,Scattered Little Pieces,9798679312630,really liked it
5,Ride or Die,,really liked it
5,In the Valley of the Sun,9781510742840,it was amazing
5,The Resurrectionists,9781947570122,really liked it
5,Betty,9781474617536,it was amazing
5,Providence,9780399591433,it was amazing
5,The Devil's Fingers,,really liked it
5,The Forgotten Girl,9781250072399,it was amazing
5,War on Christmas,,really liked it
5,Samson and Denial,9781492250517,really liked it
5,The Festering Ones,,really liked it
5,White Pines,9781793845610,it was amazing
5,Burner,,it was amazing
5,Anansi Boys,,liked it
5,X's For Eyes,9781942712824,really liked it
5,Savage Species,9781787581104,really liked it
5,The Listener,9781587676130,it was amazing
5,The Bleeding Season,9781947654259,it was amazing
5,What the Dark Brings,9781495452833,it was amazing
5,The Book of Accidents,9780399182136,really liked it
5,Mass Hysteria,9781947570009,really liked it
5,Heir of Novron,9780316187718,it was amazing
5,Westlake Soul,9781926851556,it was amazing
5,Dear Sweet Filthy World,,really liked it
5,Toll the Hounds,9780765316547,it was amazing
5,Lonesome Dove,,it was amazing
5,Best Served Cold,9780575082458,really liked it
5,Orphans of Wonderland,9781947654426,it was amazing
5,Atlanta Burns,9781477827109,it was amazing
5,Crossroads,,it was amazing
5,Queen of Teeth,9781946335418,it was amazing
5,Nemesis: The Death of Timmy Quinn,9781490566368,it was amazing
5,Dreams the Ragman,,it was amazing
5,Bay's End,9781979785037,it was amazing
5,The Wicked Rex of the West,,it was amazing
5,Velvet Elvis,,it was amazing
5,We Can Never Go Back,,it was amazing
5,Revolver,9781370933952,it was amazing
5,The Living and the Dead,9788899569907,it was amazing
5,The Drive-In,,really liked it
5,Ugly As Sin,9780988272354,it was amazing
5,Spicy Constellation & Other Recipes,9781097786244,it was amazing
5,Creature,9781787580213,it was amazing
5,True Grit,,it was amazing
5,Oasis of the Damned & Heretics: A Novella Double-Shot,9781948929660,it was amazing
5,The Novellas,,it was amazing
5,The Hunt,9781503953390,it was amazing
5,Mystery Walk,,really liked it
5,We Need to Do Something,9781943720453,it was amazing
5,Entropy in Bloom,,it was amazing
5,Yuri,9781719979634,it was amazing
5,Morning Star,,it was amazing
5,Agent to the Stars,,really liked it
5,Boy's Life,9781416577782,it was amazing
5,Valor,,it was amazing
5,Blanky,9781977550446,it was amazing
5,Dangerous Boys,9781946502520,it was amazing
5,Twentieth Anniversary Screening,9798425979889,really liked it
5,The Law,,really liked it
5,Midnight Solitaire,9781947522213,it was amazing
5,Ecstatic Inferno,9781621052104,it was amazing
5,The Subtle Knife,9780679879251,it was amazing
5,A Conjuring of Light,9780765387462,it was amazing
5,Hell on Mars,9798636549017,really liked it
5,The Phantom Tollbooth,,it was amazing
5,The Two-Bear Mambo: Hap and Leonard #3,,it was amazing
5,Half the World,9780804178426,it was amazing
5,Double Barrel Horror: Punk Rock Re-animator / Holes,,it was amazing
5,The Golden Compass,9780679879244,it was amazing
5,"Strangers in Paradise, Volume 19: Ever After",9781892597359,it was amazing
5,"Strangers in Paradise, Volume 15: Tomorrow Now",9781892597274,it was amazing
5,Allison,9798626465396,it was amazing
5,The God Beneath My Garden: Short Horror Fiction of Robert Ford,9781500437480,it was amazing
5,The Cabin at the End of the World,9780062679109,it was amazing
5,Bone Vol. 8: Treasure Hunters,,really liked it
5,Skin Game,9780451464392,it was amazing
5,The Last House on Needless Street,9781250812629,it was amazing
5,Widow's Point,9781587676475,it was amazing
5,Deep Night,9781947654327,it was amazing
5,The Sandman: Act II,,it was amazing
5,Necrosaurus Rex,9781940161945,really liked it
5,Waif,9781941918951,it was amazing
5,True Crime,9781941918562,it was amazing
5,The Bands of Mourning,9780765378576,it was amazing
5,Charlie the Choo-Choo,9781534401235,liked it
5,Broken Shells,9781947570047,it was amazing
5,"Bone, Vol. 9: Crown of Horns",9780439706322,it was amazing
5,The Number 121 to Pennsylvania & Others,9781481030090,it was amazing
5,Bridge of Souls,9781685100650,it was amazing
5,Rattus New Yorkus,,really liked it
5,The Cult Called Freedom House,,really liked it
5,Mind Wreck: Shadow Games,,it was amazing
5,"Doctor Brite: All stories starring the character Dr. Brite, coroner in New Orleans.",,really liked it
5,All That's Fair,9798657499124,it was amazing
5,End Times,9781848631014,really liked it
5,Carpe Jugulum,9780857524157,it was amazing
5,The Nightrunners,9780615897554,really liked it
5,Hellboy in Hell,9781506703633,really liked it
5,Night Shoot,,it was amazing
5,Radiant Apples,9781645240419,it was amazing
